# vsname:imis_fka_2
# query:select rh, ta, rswr, pk, timed from imis_fka_2 where  timed > 1420066800000 and  timed <= 1428876000000 order by timed desc 
# altitude:2425
# name:imis_fka_2
# latitude:46.5766808291
# exposition:N/A
# longitude:8.4213608918
# geographical:Furka, Galenbodmen
# slope:0
# description:imis station fka_2
# time,rh,ta,rswr
# ,%,°C,W/m²
1424271600000,20.3,-4.0,82.0
1424273400000,22.0,-4.8,28.0
1424275200000,18.3,-4.3,16.0
1424277000000,12.7,-3.9,8.0
1424278800000,11.7,-4.2,6.0
1424280600000,7.7,-3.2,7.0
1424282400000,7.7,-3.3,8.0
1424284200000,7.3,-3.4,7.0
1424286000000,10.3,-4.5,6.0
1424287800000,6.3,-3.6,6.0
1424289600000,5.0,-3.0,7.0
1424291400000,3.0,-1.6,7.0
1424293200000,3.3,-1.8,8.0
1424295000000,5.0,-2.9,6.0
1424296800000,5.7,-3.2,6.0
1424298600000,4.7,-2.8,7.0
1424300400000,2.7,-2.0,7.0
1424302200000,4.7,-2.4,7.0
1424304000000,5.0,-2.4,6.0
1424305800000,5.0,-3.3,7.0
1424307600000,6.0,-3.7,8.0
1424309400000,5.7,-3.8,5.0
1424311200000,4.0,-3.3,7.0
1424313000000,4.0,-3.3,7.0
1424314800000,4.0,-3.1,6.0
1424316600000,4.7,-3.2,5.0
1424318400000,5.3,-3.5,6.0
1424320200000,5.3,-3.6,6.0
1424322000000,5.0,-3.7,5.0
1424323800000,6.0,-4.0,9.0
1424325600000,5.7,-3.9,22.0
1424327400000,6.7,-3.3,38.0
1424329200000,8.0,-2.2,247.0
1424331000000,15.3,-2.5,335.0
1424332800000,13.0,-1.9,405.0
1424334600000,11.3,-1.4,462.0
1424336400000,14.0,-1.6,516.0
1424338200000,11.0,-1.5,554.0
1424340000000,10.7,-1.4,580.0
1424341800000,14.7,-1.6,594.0
1424343600000,15.3,-1.4,592.0
1424345400000,13.7,-1.7,581.0
1424347200000,13.7,-2.1,553.0
1424349000000,19.3,-2.6,513.0
1424350800000,21.0,-3.2,459.0
1424352600000,20.3,-3.3,396.0
1424354400000,19.7,-3.5,323.0
1424356200000,27.0,-4.4,245.0
1424358000000,29.0,-5.2,91.0
1424359800000,28.3,-5.3,30.0
1424361600000,17.7,-4.1,17.0
1424363400000,14.7,-4.2,9.0
1424365200000,10.7,-3.8,8.0
1424367000000,9.3,-3.4,7.0
1424368800000,18.0,-4.2,8.0
1424370600000,12.3,-3.8,7.0
1424372400000,12.7,-4.1,7.0
1424374200000,13.3,-3.9,7.0
1424376000000,8.7,-3.2,7.0
1424377800000,8.0,-2.8,8.0
1424379600000,10.3,-3.2,8.0
1424381400000,11.3,-3.5,8.0
1424383200000,21.0,-5.2,8.0
1424385000000,20.3,-4.8,8.0
1424386800000,26.0,-6.0,8.0
1424388600000,24.0,-5.8,8.0
1424390400000,22.0,-5.3,8.0
1424392200000,21.3,-5.2,8.0
1424394000000,17.3,-5.1,8.0
1424395800000,17.7,-5.7,8.0
1424397600000,14.0,-5.3,6.0
1424399400000,13.3,-5.1,7.0
1424401200000,14.0,-5.4,5.0
1424403000000,14.3,-5.4,6.0
1424404800000,13.3,-5.4,7.0
1424406600000,14.0,-5.7,7.0
1424408400000,14.0,-5.6,8.0
1424410200000,12.3,-5.2,9.0
1424412000000,13.3,-5.4,22.0
1424413800000,14.0,-5.0,47.0
1424415600000,14.7,-4.4,253.0
1424417400000,10.7,-1.3,327.0
1424419200000,14.3,-3.3,398.0
1424421000000,14.0,-3.4,459.0
1424422800000,16.3,-2.9,508.0
1424424600000,15.3,-0.7,537.0
1424426400000,17.7,-3.1,560.0
1424428200000,14.7,-1.6,569.0
1424430000000,19.0,-3.2,564.0
1424431800000,19.3,-3.2,550.0
1424433600000,12.7,1.6,521.0
1424435400000,19.3,-2.1,490.0
1424437200000,22.7,-3.1,446.0
1424439000000,26.3,-4.9,386.0
1424440800000,26.0,-5.2,316.0
1424442600000,28.7,-5.5,241.0
1424444400000,32.3,-7.0,90.0
1424446200000,32.3,-7.5,26.0
1424448000000,30.0,-7.3,15.0
1424449800000,33.0,-7.7,6.0
1424451600000,30.7,-7.5,6.0
1424453400000,29.0,-7.1,7.0
1424455200000,38.3,-8.5,5.0
1424457000000,40.0,-8.6,6.0
1424458800000,49.7,-9.3,6.0
1424460600000,62.0,-10.0,5.0
1424462400000,58.3,-9.5,7.0
1424464200000,69.3,-10.4,5.0
1424466000000,80.7,-10.6,5.0
1424467800000,77.0,-10.4,6.0
1424469600000,70.0,-9.5,7.0
1424471400000,69.3,-9.4,8.0
1424473200000,72.3,-9.9,7.0
1424475000000,73.0,-9.4,8.0
1424476800000,75.7,-9.4,7.0
1424478600000,74.3,-9.2,7.0
1424480400000,76.7,-9.2,8.0
1424482200000,79.0,-9.1,8.0
1424484000000,76.0,-9.0,8.0
1424485800000,74.7,-9.0,8.0
1424487600000,73.7,-8.9,8.0
1424489400000,74.7,-8.9,8.0
1424491200000,77.0,-8.8,8.0
1424493000000,78.0,-8.8,8.0
1424494800000,77.7,-8.7,8.0
1424496600000,74.0,-8.6,11.0
1424498400000,78.7,-8.9,27.0
1424500200000,94.3,-9.7,48.0
1424502000000,89.7,-9.4,76.0
1424503800000,87.3,-9.1,122.0
1424505600000,86.3,-8.8,173.0
1424507400000,76.7,-8.4,218.0
1424509200000,71.3,-8.2,247.0
1424511000000,72.7,-8.2,242.0
1424512800000,75.0,-8.3,256.0
1424514600000,76.0,-8.2,282.0
1424516400000,80.3,-8.3,296.0
1424518200000,76.0,-7.7,288.0
1424520000000,75.0,-7.9,275.0
1424521800000,73.3,-7.9,253.0
1424523600000,73.7,-8.1,222.0
1424525400000,76.7,-8.3,183.0
1424527200000,82.3,-8.4,150.0
1424529000000,84.0,-8.6,103.0
1424530800000,85.7,-8.9,75.0
1424532600000,83.3,-8.9,46.0
1424534400000,88.0,-9.2,18.0
1424536200000,83.0,-8.9,8.0
1424538000000,80.0,-8.7,8.0
1424539800000,83.7,-8.9,8.0
1424541600000,84.3,-8.9,8.0
1424543400000,83.3,-8.7,9.0
1424545200000,84.0,-8.9,9.0
1424547000000,84.3,-8.9,9.0
1424548800000,83.0,-8.4,9.0
1424550600000,87.0,-8.6,8.0
1424552400000,92.0,-8.8,6.0
1424554200000,92.7,-9.8,4.0
1424556000000,93.0,-10.2,3.0
1424557800000,93.0,-10.3,4.0
1424559600000,93.0,-10.5,4.0
1424561400000,93.0,-10.7,4.0
1424563200000,93.0,-10.9,4.0
1424565000000,93.0,-11.0,4.0
1424566800000,93.0,-11.2,4.0
1424568600000,93.0,-11.3,4.0
1424570400000,93.0,-11.3,4.0
1424572200000,93.0,-11.4,4.0
1424574000000,93.0,-11.4,4.0
1424575800000,93.0,-11.4,4.0
1424577600000,93.0,-11.4,4.0
1424579400000,93.0,-11.4,4.0
1424581200000,93.0,-11.5,4.0
1424583000000,93.0,-11.6,7.0
1424584800000,93.0,-11.6,24.0
1424586600000,93.0,-11.4,55.0
1424588400000,93.0,-11.1,105.0
1424590200000,93.0,-10.7,152.0
1424592000000,93.0,-10.2,186.0
1424593800000,93.0,-10.0,220.0
1424595600000,93.0,-9.3,270.0
1424597400000,93.7,-8.6,363.0
1424599200000,93.3,-8.3,398.0
1424601000000,94.0,-7.8,407.0
1424602800000,94.3,-7.0,410.0
1424604600000,94.0,-7.0,383.0
1424606400000,94.3,-6.7,384.0
1424608200000,94.3,-7.3,354.0
1424610000000,94.0,-8.6,322.0
1424611800000,94.0,-8.5,281.0
1424613600000,94.0,-8.4,225.0
1424615400000,94.0,-8.8,168.0
1424617200000,93.7,-9.1,115.0
1424619000000,94.0,-10.1,60.0
1424620800000,93.7,-10.6,20.0
1424622600000,93.0,-11.0,5.0
1424624400000,93.0,-11.1,4.0
1424626200000,93.0,-11.6,6.0
1424628000000,93.0,-11.9,8.0
1424629800000,93.0,-12.4,5.0
1424631600000,93.0,-12.2,7.0
1424633400000,93.0,-11.6,9.0
1424635200000,93.0,-11.7,9.0
1424637000000,93.0,-11.7,9.0
1424638800000,93.0,-11.7,9.0
1424640600000,93.0,-11.8,8.0
1424642400000,93.0,-12.0,8.0
1424644200000,93.3,-11.5,9.0
1424646000000,88.3,-10.6,10.0
1424647800000,61.3,-10.0,9.0
1424649600000,48.7,-9.6,8.0
1424651400000,36.3,-7.6,8.0
1424653200000,27.7,-7.2,10.0
1424655000000,15.7,-4.2,8.0
1424656800000,15.0,-4.7,8.0
1424658600000,27.7,-6.4,8.0
1424660400000,19.7,-5.1,8.0
1424662200000,21.7,-5.4,9.0
1424664000000,24.3,-5.8,8.0
1424665800000,27.0,-6.1,9.0
1424667600000,28.7,-6.2,9.0
1424669400000,24.3,-5.7,16.0
1424671200000,23.3,-5.4,56.0
1424673000000,20.0,-4.8,117.0
1424674800000,18.0,-4.4,163.0
1424676600000,18.3,-3.8,186.0
1424678400000,19.0,-3.0,246.0
1424680200000,21.7,-2.7,288.0
1424682000000,27.3,-2.8,278.0
1424683800000,37.3,-3.0,302.0
1424685600000,41.7,-3.0,348.0
1424687400000,49.0,-3.0,378.0
1424689200000,54.3,-3.4,320.0
1424691000000,60.3,-4.3,351.0
1424692800000,62.0,-4.9,312.0
1424694600000,74.3,-5.3,333.0
1424696400000,79.0,-4.9,264.0
1424698200000,78.0,-3.9,219.0
1424700000000,81.3,-4.2,179.0
1424701800000,85.3,-4.5,197.0
1424703600000,89.3,-4.8,150.0
1424705400000,89.7,-5.1,62.0
1424707200000,89.3,-5.0,22.0
1424709000000,89.3,-5.0,10.0
1424710800000,88.7,-4.9,9.0
1424712600000,85.0,-4.3,8.0
1424714400000,84.7,-4.1,9.0
1424716200000,86.7,-4.3,8.0
1424718000000,81.3,-4.3,8.0
1424719800000,90.3,-5.0,8.0
1424721600000,95.0,-5.2,8.0
1424723400000,96.0,-5.4,8.0
1424725200000,93.0,-5.4,8.0
1424727000000,95.3,-6.4,7.0
1424728800000,95.7,-6.7,7.0
1424730600000,94.0,-6.7,9.0
1424732400000,92.7,-6.9,8.0
1424734200000,95.0,-7.3,8.0
1424736000000,95.3,-7.5,8.0
1424737800000,96.3,-7.2,8.0
1424739600000,96.0,-7.4,4.0
1424741400000,95.0,-7.4,4.0
1424743200000,95.0,-7.5,5.0
1424745000000,95.0,-7.8,4.0
1424746800000,95.0,-7.9,4.0
1424748600000,95.0,-8.0,4.0
1424750400000,95.0,-8.6,4.0
1424752200000,95.0,-8.9,4.0
1424754000000,94.0,-9.6,4.0
1424755800000,94.0,-9.9,8.0
1424757600000,94.0,-9.9,30.0
1424759400000,94.0,-9.8,62.0
1424761200000,94.0,-9.7,105.0
1424763000000,93.3,-9.8,148.0
1424764800000,93.0,-9.9,173.0
1424766600000,93.0,-9.9,221.0
1424768400000,93.0,-10.1,211.0
1424770200000,92.7,-10.1,227.0
1424772000000,92.0,-10.5,268.0
1424773800000,92.0,-10.4,283.0
1424775600000,92.0,-9.8,305.0
1424777400000,92.0,-9.9,306.0
1424779200000,92.0,-10.2,299.0
1424781000000,92.0,-10.2,278.0
1424782800000,92.0,-10.2,245.0
1424784600000,92.7,-10.2,206.0
1424786400000,92.7,-10.4,173.0
1424788200000,93.0,-10.5,130.0
1424790000000,93.0,-10.9,88.0
1424791800000,93.0,-11.3,46.0
1424793600000,90.3,-12.5,24.0
1424795400000,90.7,-12.3,6.0
1424797200000,93.3,-12.0,5.0
1424799000000,93.0,-12.1,4.0
1424800800000,93.3,-12.2,4.0
1424802600000,93.0,-12.1,4.0
1424804400000,93.0,-12.2,4.0
1424806200000,93.0,-12.2,5.0
1424808000000,93.0,-12.4,4.0
1424809800000,93.0,-12.5,4.0
1424811600000,93.0,-12.6,4.0
1424813400000,92.7,-12.6,6.0
1424815200000,92.7,-12.9,4.0
1424817000000,93.0,-12.6,5.0
1424818800000,93.0,-12.4,4.0
1424820600000,93.0,-12.3,5.0
1424822400000,93.0,-12.0,5.0
1424824200000,92.3,-11.9,6.0
1424826000000,92.7,-11.9,4.0
1424827800000,89.7,-11.7,6.0
1424829600000,91.7,-12.0,5.0
1424831400000,90.3,-12.0,5.0
1424833200000,93.3,-12.3,5.0
1424835000000,91.3,-12.2,5.0
1424836800000,92.0,-12.2,5.0
1424838600000,93.3,-12.1,4.0
1424840400000,92.3,-12.2,5.0
1424842200000,92.0,-12.4,8.0
1424844000000,92.7,-12.2,32.0
1424845800000,93.0,-11.5,115.0
1424847600000,91.7,-10.6,255.0
1424849400000,89.7,-9.9,387.0
1424851200000,87.3,-8.5,420.0
1424853000000,85.3,-7.3,453.0
1424854800000,86.7,-9.7,480.0
1424856600000,86.0,-8.8,524.0
1424858400000,81.3,-5.6,767.0
1424860200000,77.0,-6.2,679.0
1424862000000,76.7,-6.5,763.0
1424863800000,72.3,-4.7,687.0
1424865600000,75.3,-7.7,559.0
1424867400000,80.3,-7.8,592.0
1424869200000,69.7,-6.5,588.0
1424871000000,76.3,-7.6,475.0
1424872800000,77.7,-8.1,373.0
1424874600000,84.7,-9.6,207.0
1424876400000,87.3,-10.3,179.0
1424878200000,89.7,-10.7,118.0
1424880000000,94.3,-11.1,42.0
1424881800000,96.3,-11.4,7.0
1424883600000,93.7,-11.6,4.0
1424885400000,92.3,-12.2,5.0
1424887200000,90.7,-13.2,5.0
1424889000000,90.3,-13.4,4.0
1424890800000,90.0,-13.5,4.0
1424892600000,92.0,-13.7,4.0
1424894400000,84.0,-13.2,6.0
1424896200000,60.7,-13.0,7.0
1424898000000,70.0,-13.2,6.0
1424899800000,64.7,-13.2,6.0
1424901600000,30.7,-11.0,7.0
1424903400000,25.7,-10.7,7.0
1424905200000,24.0,-10.8,8.0
1424907000000,25.0,-11.2,5.0
1424908800000,29.3,-12.1,6.0
1424910600000,29.3,-11.4,5.0
1424912400000,29.7,-11.3,6.0
1424914200000,25.0,-11.1,6.0
1424916000000,22.3,-10.9,5.0
1424917800000,23.3,-11.3,4.0
1424919600000,25.0,-11.6,5.0
1424921400000,29.0,-12.2,5.0
1424923200000,28.0,-12.0,6.0
1424925000000,28.3,-12.0,5.0
1424926800000,23.7,-11.1,6.0
1424928600000,23.0,-11.0,13.0
1424930400000,21.7,-10.3,29.0
1424932200000,22.7,-9.7,160.0
1424934000000,21.3,-9.0,290.0
1424935800000,18.7,-7.6,372.0
1424937600000,21.0,-6.9,447.0
1424939400000,26.0,-8.3,514.0
1424941200000,24.3,-8.5,568.0
1424943000000,22.0,-7.8,608.0
1424944800000,22.3,-7.4,635.0
1424946600000,26.3,-6.5,644.0
1424948400000,27.3,-6.6,642.0
1424950200000,31.7,-7.2,625.0
1424952000000,25.3,-5.5,595.0
1424953800000,29.7,-6.5,556.0
1424955600000,30.0,-6.8,502.0
1424957400000,28.0,-7.3,440.0
1424959200000,29.3,-7.9,367.0
1424961000000,25.0,-7.7,284.0
1424962800000,28.7,-8.5,121.0
1424964600000,37.7,-9.1,34.0
1424966400000,40.0,-9.0,22.0
1424968200000,44.3,-9.3,11.0
1424970000000,43.3,-9.1,8.0
1424971800000,45.0,-8.9,8.0
1424973600000,47.3,-9.2,8.0
1424975400000,49.3,-9.2,8.0
1424977200000,52.7,-9.2,9.0
1424979000000,54.7,-9.3,8.0
1424980800000,55.0,-9.2,8.0
1424982600000,59.0,-8.9,9.0
1424984400000,57.0,-8.8,9.0
1424986200000,55.7,-8.9,9.0
1424988000000,60.3,-8.9,8.0
1424989800000,63.7,-8.7,9.0
1424991600000,69.7,-8.9,9.0
1424993400000,72.7,-8.8,9.0
1424995200000,77.0,-9.1,9.0
1424997000000,78.3,-9.0,9.0
1424998800000,78.3,-8.7,9.0
1425000600000,78.0,-8.3,9.0
1425002400000,78.0,-8.2,9.0
1425004200000,79.3,-8.3,9.0
1425006000000,80.0,-8.3,9.0
1425007800000,80.0,-8.2,9.0
1425009600000,80.3,-8.0,9.0
1425011400000,80.7,-7.8,9.0
1425013200000,81.7,-7.5,9.0
1425015000000,81.7,-7.3,16.0
1425016800000,81.3,-7.0,42.0
1425018600000,81.7,-6.8,81.0
1425020400000,81.7,-6.6,189.0
1425022200000,82.0,-6.5,253.0
1425024000000,82.0,-6.5,327.0
1425025800000,83.3,-6.4,399.0
1425027600000,83.0,-6.1,452.0
1425029400000,80.3,-5.7,586.0
1425031200000,82.3,-5.7,658.0
1425033000000,82.3,-5.7,627.0
1425034800000,83.0,-5.9,555.0
1425036600000,87.0,-6.4,541.0
1425038400000,87.3,-6.5,504.0
1425040200000,87.3,-6.6,439.0
1425042000000,85.3,-6.5,357.0
1425043800000,75.0,-5.8,277.0
1425045600000,74.0,-6.0,232.0
1425047400000,81.7,-6.8,157.0
1425049200000,85.0,-7.4,106.0
1425051000000,92.0,-8.0,54.0
1425052800000,95.3,-8.4,25.0
1425054600000,94.3,-8.8,8.0
1425056400000,88.3,-9.1,6.0
1425058200000,85.0,-9.1,6.0
1425060000000,82.0,-9.2,5.0
1425061800000,92.3,-9.7,4.0
1425063600000,94.7,-9.8,5.0
1425065400000,94.0,-9.8,5.0
1425067200000,94.0,-9.8,5.0
1425069000000,94.0,-10.0,5.0
1425070800000,94.0,-10.1,5.0
1425072600000,94.0,-10.2,4.0
1425074400000,94.0,-10.2,4.0
1425076200000,94.0,-10.3,5.0
1425078000000,93.7,-10.5,4.0
1425079800000,93.7,-10.5,5.0
1425081600000,94.0,-10.3,5.0
1425083400000,94.0,-10.3,4.0
1425085200000,94.0,-10.3,4.0
1425087000000,94.0,-10.4,4.0
1425088800000,93.7,-10.4,5.0
1425090600000,93.0,-10.7,4.0
1425092400000,93.0,-10.8,4.0
1425094200000,93.0,-10.9,4.0
1425096000000,93.0,-11.0,4.0
1425097800000,93.0,-11.0,4.0
1425099600000,93.0,-10.9,4.0
1425101400000,93.0,-11.0,8.0
1425103200000,93.0,-11.5,22.0
1425105000000,92.7,-11.3,139.0
1425106800000,92.0,-10.5,240.0
1425108600000,91.0,-10.1,326.0
1425110400000,91.7,-7.0,388.0
1425112200000,92.0,-5.1,470.0
1425114000000,90.0,-7.1,512.0
1425115800000,88.7,-7.9,565.0
1425117600000,86.3,-7.3,708.0
1425119400000,85.0,-7.5,651.0
1425121200000,82.0,-6.4,460.0
1425123000000,78.0,-6.1,456.0
1425124800000,77.0,-6.2,424.0
1425126600000,74.7,-5.9,436.0
1425128400000,79.0,-6.7,513.0
1425130200000,82.0,-6.8,422.0
1425132000000,76.3,-6.7,222.0
1425133800000,78.7,-6.8,164.0
1425135600000,82.0,-7.0,127.0
1425137400000,79.3,-7.0,75.0
1425139200000,78.3,-7.2,46.0
1425141000000,80.7,-7.6,12.0
1425142800000,79.7,-7.8,9.0
1425144600000,81.7,-7.9,9.0
1425146400000,81.7,-8.2,9.0
1425148200000,82.7,-8.3,9.0
1425150000000,83.7,-8.5,9.0
1425151800000,85.0,-8.8,9.0
1425153600000,86.3,-8.9,9.0
1425155400000,87.7,-8.8,9.0
1425157200000,88.0,-8.9,9.0
1425159000000,81.3,-8.7,9.0
1425160800000,47.7,-6.7,9.0
1425162600000,40.3,-6.3,9.0
1425164400000,42.0,-6.4,9.0
1425166200000,39.0,-6.2,9.0
1425168000000,37.0,-6.0,9.0
1425169800000,36.7,-5.9,9.0
1425171600000,38.0,-6.0,9.0
1425173400000,35.7,-5.8,9.0
1425175200000,36.3,-5.8,9.0
1425177000000,35.3,-5.7,9.0
1425178800000,39.3,-5.9,9.0
1425180600000,45.0,-6.2,8.0
1425182400000,54.7,-6.7,9.0
1425184200000,72.0,-7.1,9.0
1425186000000,81.7,-6.6,9.0
1425187800000,83.7,-6.4,16.0
1425189600000,83.7,-6.1,41.0
1425191400000,84.7,-6.1,86.0
1425193200000,85.0,-6.1,171.0
1425195000000,84.0,-5.6,222.0
1425196800000,83.0,-5.3,413.0
1425198600000,82.0,-4.7,485.0
1425200400000,83.3,-4.3,593.0
1425202200000,85.0,-4.0,594.0
1425204000000,86.0,-3.7,522.0
1425205800000,86.3,-3.5,542.0
1425207600000,88.7,-3.5,443.0
1425209400000,86.7,-3.0,454.0
1425211200000,86.7,-2.9,350.0
1425213000000,85.0,-2.6,424.0
1425214800000,86.3,-2.5,382.0
1425216600000,90.3,-2.8,259.0
1425218400000,89.7,-2.5,219.0
1425220200000,91.0,-2.4,166.0
1425222000000,91.3,-2.3,135.0
1425223800000,95.7,-2.6,73.0
1425225600000,96.3,-2.7,32.0
1425227400000,96.0,-2.5,12.0
1425229200000,97.0,-2.4,9.0
1425231000000,96.7,-2.3,9.0
1425232800000,96.3,-2.3,9.0
1425234600000,97.0,-2.4,9.0
1425236400000,97.0,-2.5,9.0
1425238200000,96.7,-2.7,9.0
1425240000000,96.3,-2.7,9.0
1425241800000,97.0,-2.8,9.0
1425243600000,97.0,-3.1,9.0
1425245400000,97.0,-3.3,9.0
1425247200000,96.7,-3.3,9.0
1425249000000,96.3,-3.3,9.0
1425250800000,97.0,-3.4,9.0
1425252600000,96.7,-3.5,9.0
1425254400000,96.3,-3.4,9.0
1425256200000,94.3,-3.4,9.0
1425258000000,94.0,-3.4,9.0
1425259800000,95.0,-3.4,9.0
1425261600000,95.0,-3.1,9.0
1425263400000,95.3,-3.1,8.0
1425265200000,95.7,-3.2,9.0
1425267000000,95.0,-3.2,9.0
1425268800000,94.3,-3.1,9.0
1425270600000,93.7,-3.1,9.0
1425272400000,93.7,-3.1,9.0
1425274200000,93.3,-3.3,16.0
1425276000000,93.0,-3.1,35.0
1425277800000,92.7,-3.1,68.0
1425279600000,92.3,-3.0,95.0
1425281400000,85.7,-3.0,138.0
1425283200000,83.7,-3.1,185.0
1425285000000,86.0,-3.4,270.0
1425286800000,89.3,-3.8,292.0
1425288600000,92.7,-4.2,320.0
1425290400000,90.3,-4.0,365.0
1425292200000,89.0,-4.1,396.0
1425294000000,84.3,-4.0,366.0
1425295800000,84.7,-4.4,395.0
1425297600000,83.7,-4.6,333.0
1425299400000,82.0,-4.7,287.0
1425301200000,76.3,-4.9,276.0
1425303000000,75.3,-5.4,247.0
1425304800000,69.3,-6.1,244.0
1425306600000,76.0,-6.8,182.0
1425308400000,73.3,-6.6,115.0
1425310200000,74.3,-6.9,78.0
1425312000000,73.7,-7.0,30.0
1425313800000,70.7,-7.3,12.0
1425315600000,77.7,-7.5,8.0
1425317400000,82.3,-7.3,8.0
1425319200000,76.3,-7.2,9.0
1425321000000,84.3,-7.5,7.0
1425322800000,88.3,-7.8,7.0
1425324600000,85.3,-7.9,6.0
1425326400000,88.3,-8.2,6.0
1425328200000,88.7,-8.5,6.0
1425330000000,72.7,-8.1,8.0
1425331800000,79.7,-8.4,7.0
1425333600000,78.3,-8.3,8.0
1425335400000,78.0,-8.7,7.0
1425337200000,71.7,-8.3,8.0
1425339000000,72.3,-8.4,8.0
1425340800000,64.3,-8.5,7.0
1425342600000,83.0,-9.5,6.0
1425344400000,83.0,-9.3,7.0
1425346200000,82.0,-9.6,7.0
1425348000000,58.0,-9.0,9.0
1425349800000,58.3,-8.8,8.0
1425351600000,62.7,-8.6,9.0
1425353400000,62.0,-8.7,9.0
1425355200000,56.3,-8.4,9.0
1425357000000,61.7,-8.6,8.0
1425358800000,61.0,-8.6,9.0
1425360600000,57.0,-8.5,26.0
1425362400000,54.3,-8.2,122.0
1425364200000,77.0,-9.6,240.0
1425366000000,89.3,-10.0,325.0
1425367800000,89.3,-9.8,443.0
1425369600000,86.7,-9.4,516.0
1425371400000,83.3,-9.1,559.0
1425373200000,81.3,-8.8,607.0
1425375000000,75.3,-8.5,663.0
1425376800000,59.3,-7.3,681.0
1425378600000,58.7,-6.9,666.0
1425380400000,54.7,-6.5,619.0
1425382200000,57.0,-6.5,665.0
1425384000000,60.0,-6.6,650.0
1425385800000,63.0,-6.6,541.0
1425387600000,67.0,-6.9,319.0
1425389400000,66.3,-6.3,320.0
1425391200000,68.7,-6.3,257.0
1425393000000,70.7,-6.4,218.0
1425394800000,72.0,-6.4,157.0
1425396600000,72.3,-6.3,79.0
1425398400000,73.7,-6.4,35.0
1425400200000,73.7,-6.3,12.0
1425402000000,73.3,-6.4,8.0
1425403800000,72.7,-6.4,8.0
1425405600000,74.3,-6.5,8.0
1425407400000,75.7,-6.5,8.0
1425409200000,77.3,-6.3,9.0
1425411000000,82.0,-6.6,8.0
1425412800000,84.3,-6.5,8.0
1425414600000,85.7,-6.4,8.0
1425416400000,85.3,-6.4,9.0
1425418200000,85.3,-6.6,8.0
1425420000000,85.3,-6.5,9.0
1425421800000,85.0,-6.5,9.0
1425423600000,86.0,-6.4,9.0
1425425400000,88.0,-6.6,8.0
1425427200000,90.3,-6.7,9.0
1425429000000,92.0,-6.8,8.0
1425430800000,94.7,-7.0,9.0
1425432600000,94.7,-7.1,9.0
1425434400000,94.7,-7.1,9.0
1425436200000,95.0,-7.1,9.0
1425438000000,94.7,-7.1,8.0
1425439800000,91.7,-7.0,9.0
1425441600000,91.3,-7.1,9.0
1425443400000,93.0,-7.4,6.0
1425445200000,94.7,-7.6,8.0
1425447000000,95.7,-8.2,20.0
1425448800000,94.3,-8.8,82.0
1425450600000,93.3,-8.9,145.0
1425452400000,93.0,-9.1,202.0
1425454200000,92.3,-9.2,263.0
1425456000000,92.0,-9.4,325.0
1425457800000,92.0,-9.3,348.0
1425459600000,91.0,-9.2,435.0
1425461400000,91.0,-9.5,467.0
1425463200000,90.0,-9.3,542.0
1425465000000,89.3,-9.5,627.0
1425466800000,90.0,-9.5,604.0
1425468600000,90.0,-9.1,581.0
1425470400000,89.7,-9.3,570.0
1425472200000,89.7,-9.8,524.0
1425474000000,90.7,-10.0,399.0
1425475800000,91.3,-10.4,269.0
1425477600000,91.7,-10.6,279.0
1425479400000,92.0,-10.4,197.0
1425481200000,92.0,-10.6,163.0
1425483000000,92.7,-11.9,62.0
1425484800000,93.0,-12.3,38.0
1425486600000,93.0,-12.1,11.0
1425488400000,93.0,-12.5,5.0
1425490200000,93.0,-12.5,5.0
1425492000000,93.0,-12.4,5.0
1425493800000,93.0,-12.4,5.0
1425495600000,93.0,-12.3,5.0
1425497400000,93.0,-12.3,5.0
1425499200000,93.0,-12.4,5.0
1425501000000,93.0,-12.4,5.0
1425502800000,93.0,-12.7,5.0
1425504600000,93.0,-12.9,5.0
1425506400000,92.3,-13.1,5.0
1425508200000,92.0,-13.1,5.0
1425510000000,92.0,-13.1,5.0
1425511800000,92.0,-13.1,5.0
1425513600000,92.0,-13.1,5.0
1425515400000,92.7,-13.0,5.0
1425517200000,92.0,-13.1,5.0
1425519000000,92.0,-13.3,5.0
1425520800000,92.0,-13.5,5.0
1425522600000,92.0,-13.5,5.0
1425524400000,92.0,-13.6,5.0
1425526200000,92.0,-13.4,5.0
1425528000000,92.0,-13.3,5.0
1425529800000,92.0,-13.4,4.0
1425531600000,92.0,-13.6,5.0
1425533400000,92.0,-13.9,17.0
1425535200000,92.0,-13.8,49.0
1425537000000,92.0,-13.3,98.0
1425538800000,91.3,-13.3,157.0
1425542400000,90.0,-12.9,404.0
1425544200000,89.0,-12.5,578.0
1425546000000,88.0,-11.4,548.0
1425547800000,88.7,-11.6,571.0
1425549600000,88.3,-11.2,655.0
1425551400000,88.7,-11.6,654.0
1425553200000,88.0,-11.3,716.0
1425555000000,88.3,-12.0,681.0
1425556800000,87.0,-12.0,679.0
1425558600000,87.7,-12.0,633.0
1425560400000,85.3,-12.1,554.0
1425562200000,85.7,-12.5,469.0
1425564000000,86.7,-12.7,404.0
1425565800000,88.0,-13.0,311.0
1425567600000,89.7,-13.2,203.0
1425569400000,92.0,-13.7,68.0
1425571200000,92.3,-13.9,34.0
1425573000000,91.7,-14.4,9.0
1425574800000,88.0,-13.9,4.0
1425576600000,86.0,-13.8,4.0
1425578400000,87.7,-14.0,5.0
1425580200000,92.0,-14.4,4.0
